Company Name,Domain Name,Country ID
CL GRUPO INDUSTRIAL,grupoindustrialcl.com,ES
Clackamas County,clackamas.us,US
Claflin University,claflin.edu,US
Claranet,claranet.com,GB
Claranet,claranet.com,BR
Clare County Council,clarecoco.ie,IE
Clare County Library,clarelibrary.ie,IE
Claremont McKenna College,cmc.edu,US
Clari5,clari5.com,IN
CLARIT,clarit.com.mx,MX
Clarity Technology Group,claritytech.com,US
Clarivate,clarivate.com,US
Clark College,clark.edu,US
Clark Construction,clarkconstruction.com,US
Clark Schaefer Hackett,cshco.com,US
Clarke County School District,clarke.k12.ga.us,US
Clarkson University,clarkson.edu,US
Claro Enterprise Solutions,usclaro.com,US
Claroty,claroty.com,NL
Claroty,claroty.com,US
Class,class.com,US
Clayco,claycorp.com,US
Clayton County Public Schools,clayton.k12.ga.us,US
Clayton State University,clayton.edu,US
Clean Harbors,safety-kleen.com,US
Cleanaway,cleanaway.com.au,AU
CleanMax,cleanmax.com,IN
Clear Channel Outdoor,clearchanneloutdoor.com,US
Clear Creek ISD,ccisd.net,US
Clear Fork Bank,clearfork.bank,US
ClearBridge Investments,clearbridge.com,US
ClearDevice,cleardevice.com,US
ClearStar,clearstar.net,US
CLEARSTREAM SERVICES,clearstream.com,LU
Cleartrip,cleartrip.com,IN
Clearwater Paper Corporation,clearwaterpaper.com,US
Clearway Energy,clearwayenergy.com,US
Cleary Gottlieb,clearygottlieb.com,US
Clemson University,clemson.edu,US
Clermont Auvergne Métropole,clermontmetropole.eu,FR
Cleveland County Schools,clevelandcountyschools.org,US
Cleveland ISD,clevelandisd.org,US
Cleveland Metroparks,clevelandmetroparks.com,US
Clever Advertising,cleveradvertising.com,PT
Clever Devices,cleverdevices.com,US
CleverTap,clevertap.com,IN
Clicksign,clicksign.com,BR
Clico,clico.rs,RS
Clif Bar,clifbar.com,US
Clifford Chance,cliffordchance.com,CA
Cliffwater,cliffwater.com,US
Climb Channel Solutions,climbcs.com,GB
Clinigen,clinigengroup.com,GB
Clio,clio.com,CA
CLL Systems Sdn Bhd,cllsystems.com,MY
Cloud Destinations,clouddestinations.com,IN
Cloud2Go,cloud2go.com.br,BR
Cloudbeds,cloudbeds.com,US
Cloudflare,cloudflare.com,GB
Cloudflare,cloudflare.com,US
Cloudforce,gocloudforce.com,US
CloudHesive,cloudhesive.com,US
CloudMed,cloudmed.com,US
CloudMoyo,cloudmoyo.com,IN
Cloudnine Hospitals,cloudninecare.com,IN
CloudSEK,cloudsek.com,IN
CloudShare,cloudshare.com,IL
Clover,clover.com,US
Clover Health,cloverhealth.com,US
Clover Infotech,cloverinfotech.com,IN
Clover Park Technical College,cptc.edu,US
Clovis Unified School District,cusd.com,US
Cls Bank International,cls-services.com,US
ClubLink,clublink.com,CA
CM Capital,ccapital.com,US
CM Latitude (Insoft Group),insoftgroup.su,US
CMA Technology Solutions,cma-it.com,US
Cm-Abrantes.Pt,cm-abrantes.pt,PT
Cm-Alcochete.Pt,cm-alcochete.pt,PT
CMB Wing Lung Bank Limited,cmbwinglungbank.com,CN
CMIC Group,cmicgroup.com,JP
Cm-Lousada.Pt,cm-lousada.pt,PT
Cm-Montemornovo.Pt,cm-montemornovo.pt,PT
Cm-Pesoregua.Pt,cm-pesoregua.pt,PT
CMS,cmsk12.org,US
CMS,cms.law,GB
CMS Council for Medical Schemes,medicalschemes.com,ZA
CMS IT Services,cmsitservices.com,IN
Cm-Valongo.Pt,cm-valongo.pt,PT
Cm-Vnbarquinha.Pt,cm-vnbarquinha.pt,PT
CNA,cna.com,US
CNBC,cnbc.com,US
CNE,cne.pt,PT
CNH Industrial,cnhindustrial.com,GB
CNH Industrial,cnhindustrial.com,US
CNH INDUSTRIAL ITALIA SPA,cnhindustrial.com,IT
CNN,cnn.com,US
"CNO Financial Group, Inc.",cnoinc.com,US
CNOOC Limited,cnoocltd.com,GB
Coachella Valley Unified School District,cvusd.us,US
Coast Appliances,coastappliances.com,CA
Coast Capital Savings,coastcapitalsavings.com,CA
Coastal Alabama Community College,coastalalabama.edu,US
Coastal Carolina Community College,coastalcarolina.edu,US
Coastal Carolina University,coastal.edu,US
Coastal States Bank,coastalstatesbank.com,US
Coastal1 Credit Union,coastal1.org,US
Coatesville Area School District,casdschools.org,US
Coatue,coatue.com,US
cobach.edu.mx,cobach.edu.mx,MX
COBAEJ,cobaej.edu.mx,MX
Cobee,cobee.io,ES
Cobelfret S.A.,cldn.com,LU
"Coca Cola Femsa, S.A.B. de C.V.",coca-colafemsa.com,MX
COCA-COLA ICECEK ANONIM SIRKETI,cci.com.tr,TR
Coda Technologies,gocoda.com,US
Codametrix,codametrix.com,US
Code Ninjas,codeninjas.com,US
Code Solutions,ncode.in,IN
CodeBlue Technology,codebluetechnology.com,US
CodeCraft,codecrafttech.com,IN
Coffee County School District,coffee.k12.ga.us,US
Cofilux Invest S.A.,cofilux.eu,LU
Coforge,coforge.com,IN
Cogency Global,cogencyglobal.com,US
Cognativ,cognativinc.com,IN
Cognosante,cognosante.com,US
Cognyte,cognyte.com,IL
Cohesity,cohesity.com,US
CohnReznick,cohnreznick.com,US
Cohu,cohu.com,US
"COINDU - COMPONENTES PARA A INDÚSTRIA AUTOMÓVEL, S.A.",coindu.com,PT
COLACEM SPA,colacem.com,IT
Colchester Institute,colchester.ac.uk,GB
Coldwell Banker,coldwellbanker.com,US
Coldwell Banker Howard Perry & Walston,hpw.com,US
Cole Schotz,coleschotz.com,US
COLEMAN COUNTY TELEPHONE COOPERATIVE,cctelco.org,US
Collabera,collabera.com,US
Collège De Bois-de-Boulogne,bdeb.qc.ca,CA
Collège Montmorency,cmontmorency.qc.ca,CA
College Of American Pathologists,cap.org,US
College Of Charleston,charleston.edu,US
College Of Coastal Georgia,ccga.edu,US
College Of The Atlantic,coa.edu,US
College Of The Desert,collegeofthedesert.edu,US
College Of The Sequoias,cos.edu,US
Collège Sainte - Anne,sainteanne.ca,CA
College Station Independent School District,csisd.org,US
Collegis Education,collegiseducation.com,US
Collegium Civitas,civitas.edu.pl,PL
Collibra,collibra.com,US
Collier County Government,colliercountyfl.gov,US
Collier County Public Schools,collierschools.com,US
Colliers International,colliers.com,US
Collin College,collin.edu,US
Collins Consulting Inc,collinsconsulting.us,US
Colonial Electric Supply,colonialelectricsupply.com,US
Colonial School District,colonialsd.org,US
Colorado Mountain College,coloradomtn.edu,US
Colorado Springs School District 11,d11.org,US
Colorado State Public Defender,coloradodefenders.us,US
Colorado State University,colostate.edu,US
Colorado Valley Communications,cvctx.com,US
Colquitt County School District,colquitt.k12.ga.us,US
COLSA,colsa.com,US
Columbia Association,columbiaassociation.org,US
Columbia Business School,business.columbia.edu,US
Columbia College,ccis.edu,US
Columbia County School District,ccboe.net,US
Columbia County School District,columbiak12.com,US
Columbia Distributing LLC,coldist.com,US
Columbia Helicopters,colheli.com,US
Columbia Hospitality,columbiahospitality.com,US
Columbia Public Schools,cpsk12.org,US
Columbia Southern University,columbiasouthern.edu,US
Columbus Crew,columbuscrew.com,US
Columbus de México,columbus.mx,MX
Columbus Metropolitan Library,columbuslibrary.org,US
Columbus Regional Health,crh.org,US
Columbus State Community College,cscc.edu,US
Columbus Zoo,columbuszoo.org,US
"Colunex Portuguesa, SA",colunexshop.com,PT
Comal Independent School District,comalisd.org,US
Combat Stress,combatstress.org.uk,GB
COMBILIFT UNLIMITED COMPANY,combilift.ie,IE
Combined Insurance,combinedinsurance.com,US
Combitech,combitech.com,SE
ComEd,comed.com,US
Comedy Central,cc.com,US
"Comercializadora Almacenes García de México, S.A. de C.V.",agarcia.mx,MX
Comexposium,comexposium.com,FR
COMEXUS Fulbright-García Robles,comexus.org.mx,MX
Comision Federal De Electricidad,cfe.mx,MX
Commercial Bank & Trust,cbtcnet.com,US
Commercial Bank Of California,cbcal.com,US
Commission de Surveillance du Secteur Financier,cssf.lu,LU
Commission for Aviation Regulation,aviationreg.ie,IE
COMMISSION SCOLAIRE MARIE - VICTORIN,cssmv.gouv.qc.ca,CA
Commissionaires,commissionaires.ca,CA
Commodity Futures Trading Commission,cftc.gov,US
CommonSpirit Health,commonspirit.org,US
Commonwealth University Of Pennsylvania,commonwealthu.edu,US
Commport Communications International Inc.,commport.com,CA
CommScope,commscope.com,US
CommScope,commscope.com,IN
Commtel Networks,commtelnetworks.com,IN
Commtex Solutions,commtexsolutions.com,IN
COMMUNAUTE D'AGGLOMERATION DU SICOVAL,sicoval.fr,FR
Communications Test Design,ctdi.com,US
Community Bank,cbna.com,US
Community Care Physicians,communitycare.com,US
Community Coffee,communitycoffee.com,US
Community College Of Denver,ccd.edu,US
Community College Of Philadelphia,ccp.edu,US
Community College Of Rhode Island,ccri.edu,US
Community Consolidated School District 89,ccsd89.org,US
Community Consolidated School District 93,ccsd93.com,US
Community Health Center,chc1.com,US
Community Health Choice,communityhealthchoice.org,US
Community Health Net,community-healthnet.com,US
Community Health Plan Of Washington,chpw.org,US
"Community Health Systems, Inc.",chs.net,US
Community Healthlink,communityhealthlink.org,US
Community Hospice,hospiceheart.org,US
Community Medical Centers,communitymedicalcenters.org,US
Community Memorial Healthcare,mycmh.org,US
Community Teamwork,commteam.org,US
Community Unit School District 200,cusd200.org,US
Community Unit School District 308,sd308.org,US
Como Hotels,comohotels.com,SG
COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN,michelin.com,FR
"COMPANHIA CARRIS DE FERRO DE LISBOA, E.M., S.A.",carris.pt,PT
"COMPANHIA DE SEGUROS ALLIANZ PORTUGAL, S.A.",allianz.com,PT
"COMPANHIA I.B.M. PORTUGUESA, S.A.",ibm.com,PT
Company COM,govastly.com,US
Companyweb,companyweb.be,BE
Compaq,compaq.com,US
Compare The Market,comparethemarket.com,GB
Compass,compass.com,US
Compassion International,compassion.com,US
Compeer Financial,compeer.com,US
Complexe Branchaud-Brière,complexebranchaudbriere.com,CA
COMPLEXE SANTÉ DE LA CAPITALE,complexesante.com,CA
COMPLY,comply.com,US
ComplyAdvantage,complyadvantage.com,GB
Comporium,comporium.com,US
Comport Consulting,comport.com,US
ComPsych,compsych.com,US
Compsys,compsyscloud.com,US
CompTIA,comptia.org,US
Compugen,compugen.com,US
Compugroup Medical Sweden AB,cgm.com,SE
Computech Limited,computechlimited.com,KE
Computer 2000,computer2000.bg,BG
Computer Integration Technologies,cit-net.com,US
COMPUTICKET (PTY) LTD,computicket.com,ZA
Comscore,comscore.com,US
Comsol,comsol.com,US
Comtrade,comtrade.com,RS
Comune Di Brescia,comune.brescia.it,IT
COMUNE DI PAVIA,comune.pv.it,IT
Comviva,comviva.com,IN
CONA Services,conaservices.com,US
CONAD CONSORZIO NAZIONALE DETTAGLIANTI SOC COOP,scottishwidows.co.u,IT
Conagra Brands,conagrabrands.com,US
Conalep,conalep.edu.mx,MX
CONALEP Estado De México,conalepmex.edu.mx,MX
ConAm,conam.com,US
Concentric,concentricusa.com,US
Concentrix,concentrix.com,US
Concentrix,concentrix.com,SG
Conceptromec,conceptromec.com,CA
Concern Worldwide,concern.net,IE
Conch Charters,conchcharters.com,US
Concord Hospital,concordhospital.org,US
Concord Technologies,concord.net,US
Concordia College,concordiacollege.edu,US
Concordia Lutheran High School,clhs-tx.org,US
Concordia University Irvine,cui.edu,US
Concordia University Of Edmonton,concordia.ab.ca,CA
Condé Nast,condenast.com,GB
Conductor Technologies,conductortech.com,US
Cone Health,conehealth.com,US
Conemaugh Health System,conemaugh.org,US
Conflict Kinetics,conflictkinetics.com,US
Confluent,confluent.io,US
Conga,conga.com,IN
Connect,weconnect.tech,GB
Connectivity Source,connectivitysource.net,US
ConnectWise,connectwise.com,IN
Conner Cemetery,bisprofiles.com,US
"Connor, Clark & Lunn Financial Group",cclgroup.com,CA
CONNSTEP,connstep.org,US
Consejo del Notariado,notariado.org,ES
Consero,conseroglobal.com,IN
Consigli Construction,consigli.com,US
Consiglio Nazionale Delle Ricerche,cnr.it,ES
Consilio,consilio.com,US
Consolidated Edison Company,coned.com,US
Consolidated Electrical Distributors (CED),cedcareers.com,US
CONSOR Engineers,consoreng.com,US
Constangy,constangy.com,US
Constant Contact,constantcontact.com,US
Constellis,constellis.com,US
Constructora OPM,opm.com.mx,MX
Consumer Financial Protection Bureau,consumerfinance.gov,US
Consumer Profile Bureau,consumerprofilebureau.com,ZA
Consumer Reports,consumerreports.org,US
Consumer Support Services,cssohio.org,US
Contabilizei,contabilizei.com.br,BR
CONTANGO TRADING SA,natixis.com,FR
CONTARINA,contarina.it,IT
Contegix,contegix.com,US
Contentsquare,contentsquare.com,IL
CONTEXT,contextworld.com,GB
Context Public Relations,contextpr.co.uk,GB
Continental,continental.edu.pe,PE
Continental Properties,cproperties.com,US
Continental Resources,clr.com,US
Contra Costa Health Services,cchealth.org,US
CONTROL CONTRACTING & TRADING COMPANY (PRIVATE) - L L C,cctcuae.com,AE
Control Print,controlprint.com,IN
Control Southern,controlsouthern.com,US
CONTROL-IT,control-it.mx,MX
ControlUp,controlup.com,IL
Contus,contus.com,IN
Converge Technology Solutions,convergetp.com,US
Convoy,convoy.com,US
Cook Children's,cookchildrens.org,US
Cook County Health,cookcountyhealth.org,US
Cook’s Pest Control,cookspest.com,US
Cooley,cooley.com,US
COOLSPIRiT,coolspirit.co.uk,GB
Cooltra Motos S.L.,cooltra.com,ES
Coolum Beach Christian College,cbcc.qld.edu.au,AU
COOP,coop.com,GB
Co-op Solutions,coop.org,US
Cooper Steel,coopersteel.com,US
Cooperative Bank of Chania,chaniabank.gr,GR
Cooper's Hawk Winery & Restaurants,chwinery.com,US
Coop-Gruppe Genossenschaft,coop.ch,CH
CopperPoint,copperpoint.com,US
CopperTree Solutions,coppertreesolutions.ca,CA
Coppin State University,coppin.edu,US
Coprocenva,coprocenva.coop,CO
Coralogix,coralogix.com,IL
CoralTree Hospitality,coraltreehospitality.com,US
Corbin Capital Partners,corbincapital.com,US
Cordell & Cordell,cordellcordell.com,US
Cordis,cordis.com,US
Core Laboratories N.V.,corelab.com,NL
Corebridge Financial,corebridgefinancial.com,US
Corelight,corelight.com,US
CoreLogic,corelogic.com,US
Coremark,core-mark.com,US
Coretech Solutions,coretechsln.com,US
Corewell Health,corewellhealth.org,US
Corient,corient.com,US
Cority,cority.com,CA
CornerCap Investment Counsel,cornercap.com,US
Cornerstone Home Lending,houseloan.com,US
Coronado,coronado.ca.us,US
Corpay,corpay.com,US
Corporate Travel Management,travelctm.com,US
Corporation of the City of Kitchener,kitchener.ca,CA
Corpus Christi Independent School District,ccisd.us,US
CORREOS EXPRESS PAQUETERIA URGENTE SA SME,correosexpress.com,ES
CORT,cort.com,US
Cortland,cortland.com,US
CorVel,corvel.com,US
Corza Medical,corza.com,US
Costa Brava Mediterranean Foods,costabravafoods.com,ES
Costa Navarino,costanavarino.com,GR
Coterra Energy,coterra.com,US
"COTESI - COMPANHIA DE TÊXTEIS SINTÉTICOS, S.A.",cotesi.com,PT
Cotton On,cottonon.com,AU
Couchbase,couchbase.com,US
Council Bluffs Community School District,cb-schools.org,US
Council Of Scientific & Industrial Research,csir.res.in,IN
Council On Foreign Relations,cfr.org,US
County Commissioners Association Of Pennsylvania,pacounties.org,US
County Of Culpeper,culpepercounty.gov,US
County Of Los Angeles,isd.lacounty.gov,US
County Of Los Angeles,lacounty.gov,US
County Of Orange,ocgov.com,US
"County Of St. Louis, MO",stlouiscountymo.gov,US
County Of Union,ucnj.org,US
Coupa,coupa.com,IN
Coupa,coupa.com,US
Courier Express,courierexpress.net,US
Course Hero,coursehero.com,US
COURT OF JUSTICE,coj.go.th,TH
Coushatta Casino Resort,coushattacasinoresort.com,US
Covalensedigital,covalensedigital.com,IN
Covenant Care,covenantcare.com,US
Coventry University,coventry.ac.uk,GB
CoverMyMeds,covermymeds.health,US
Covetrus,covetrus.com,US
Covia,coviacorp.com,US
Covius,covius.com,US
Cowan Systems,cowansystems.com,US
Coweta County School System,cowetaschools.org,US
Cowi Holding A/S,cowi.dk,DK
CoWrks,cowrks.com,IN
Cox Automotive,coxautoinc.com,US
Cox Communications,cox.com,US
Cox Media,coxmedia.com,US
Cox Media Group,coxmediagroup.com,US
CP All PCL,cpall.co.th,TH
CP PLUS,adityagroup.com,IN
CPC,cpc-nyc.org,US
CPC Diagnostics,cpcdiagnostics.in,IN
CPI Card Group,cpicardgroup.com,US
CPP Investments,cppinvestments.com,US
Cprime,cprime.com,IN
CPS Energy,cpsenergy.com,US
Cradlepoint,cradlepoint.com,US
Crain Communications,crain.com,US
Crandall Independent School District,crandall-isd.net,US
Crane Aerospace & Electronics,craneae.com,US
Craneware,thecranewaregroup.com,US
Crash Champions,crashchampions.com,US
Crate & Barrel,crateandbarrel.com,US
"Cravath, Swaine & Moore",cravath.com,US
Crayola,crayola.com,US
Crayon,crayon.com,IN
Crayon,crayon.com,AU
CRC Group,crcgroup.com,US
Creation Technologies,creationtech.com,CA
Creation Technologies,creationtech.com,US
Creative Business Financing LLC,cfsgo.com,US
Creative Planning,creativeplanning.com,US
CRED,cred.club,IN
Credera,credera.com,IN
Credit Human,credithuman.com,US
Credit Union Of Colorado,cuofco.org,US
Credit Union Of Southern California,cusocal.org,US
Credit Union ONE,cuone.org,US
Creditas,creditas.com,BR
Cregger Company,creggercompany.com,US
Crelan,crelan.be,BE
Cresol,cresol.com.br,BR
Cresta,cresta.com,US
Crestron Electronics,crestron.com,US
Cribl,cribl.io,US
CRIF SPA,crif.com,IT
Crimson IT,crimsonit.com,US
"Cristalería La Única, S.A. de C.V.",cristalerialaunica.com.mx,MX
Criteo,criteo.com,FR
Criteria,criteriacorp.com,US
CriticalRiver,criticalriver.com,IN
Croix-Rouge de Belgique,rodekruis.be,BE
Crosman Corporation,crosman.com,US
Cross Country Healthcare,crosscountry.com,US
CrossCountry Mortgage,crosscountrymortgage.com,US
CrossFit,crossfit.com,US
Crossroads School For Arts & Sciences,xrds.org,US
Crouch & Lyndon,crouch-lyndon.com.au,AU
Crowley,crowley.com,US
Crown Equipment Corporation,crown.com,US
Crown Holdings,crowncork.com,US
Crown Packaging,crownpack.com,US
Crozer Health,crozerhealth.org,US
Crum & Forster,cfins.com,US
Crump Life Insurance Services,crumplifeinsurance.com,US
Crunchyroll,crunchyroll.com,US
Crusoe,crusoe.ai,US
Crye,crye-leike.com,US
Crystal,crystalcropprotection.com,IN
Crystal Run Healthcare,crystalrunhealthcare.com,US
Crystal Springs Resort,crystalgolfresort.com,US
CS Coelho da Silva,coelhodasilva.pt,PT
CS Infocomm,csinfocomm.com,IN
CSA,csa.es,ES
CSA Group,csagroup.org,CA
CSC,cscglobal.com,US
CSC USA,csc-usa.com,US
CSD Liège,csdliege.be,BE
CSEA,cseany.org,US
CSI Leasing,csileasing.com,US
CSKT,csktribes.org,US
CSL,csl.com,GB
CSM,csm.com,GB
CSM INGREDIENTS ITALIA SPA,csmingredients.com,IT
cSt causa Steuerberatungs GmbH,cst-causa.at,AT
CSX,csx.com,US
CT Internacional,ctonline.mx,MX
CT University,ctuniversity.in,IN
CT.gov,portal.ct.gov,US
CTCTBuilder,nsi1.com,US
CTECS,cttech.org,US
CTI Resource Management Services,ctirms.com,US
CTM,ctm.net,CN
CTS,cts.co.il,IL
CTSI,ctsinet.com,US
"CTT, Centro de Transferencia de Tecnología",administracionelectronica.gob.es,ES
Cubic Corporation,cubic.com,US
Cubic Corporation,cubic.com,GB
Cuesta College,cuesta.edu,US
CUHK,cuhk.edu.cn,CN
CUHK Medical Centre,cuhkmc.hk,CN
Culligan,culligan.com,US
Cullman City School District,cullmancats.net,US
Cullman County Schools,ccboe.org,US
Culmen International,culmen.com,US
Culture Amp,cultureamp.com,AU
CUMBERLAND COUNTY SCHOOLS,ccs.k12.nc.us,US
Cumberland School Department,cumberlandschools.org,US
Cumberland Valley School District,cvschools.org,US
Cummins Inc.,cummins.com,IN
Cumulus Media,cumulusmedia.com,US
Cumulus Systems,cumulus-systems.com,IN
Curaleaf,curaleaf.com,US
Cure.Fit,cure.fit,IN
Curi,curi.com,US
Curia,curiaglobal.com,US
Curo,curo.com,US
Curriculum Associates,curriculumassociates.com,US
Curtis,curtis.com,US
Cushman & Wakefield,cushmanwakefield.com,US
Cushman & Wakefield,cushmanwakefield.com,CA
Custard Insurance Adjusters,custard.com,US
Custom Computer Specialists,customonline.com,US
Custom Ink,customink.com,US
Customer Analytics,customeranalytics.com,IN
Customer Value Partners,cvpcorp.com,US
Customers Bank,customersbank.com,US
Customized Energy Solutions,ces-ltd.com,US
Cutting Edge Tech,cetechllc.com,US
Cuyahoga County,cuyahogacounty.gov,US
Cuyahoga County Public Library,cuyahogalibrary.org,US
CVA ENERGIE SRL,cvaspa.it,IT
CWS Workwear Österreich GmbH,cws-boco.com,AT
CXMT,cxmt.com,CN
Cyara,cyara.com,AU
Cyber Advisors,cyberadvisors.com,US
Cyber Guardian,cgcg.biz,US
Cyber Security Corporation,cybersecuritycorp.in,IN
Cyber Test Systems,cybertestsystems.com,FR
Cybereason,cybereason.com,US
CyberMaxx,cybermaxx.com,US
CyberNX,cybernx.com,IN
CyberOne,cyberonesecurity.com,US
Cybersecurity & Infrastructure Security Agency,cisa.gov,US
Cybersecurity Ventures,cybersecurityventures.com,US
Cyberspatial,cyberspatial.com,US
Cybo Company,cybo.com,US
Cybolt,cybolt.com,MX
Cybrary,cybrary.it,US
Cybrella,cybrella.io,US
Cydcor,cydcor.com,US
Cyderes,cyderes.com,CA
Cyesec,cyesec.com,IL
Cyient,cyient.com,IN
Cyncly,2020spaces.com,CA
Cynet,cynet.com,IL
Cynet Systems,cynetsystems.com,IN
Cypress Semiconductor,cypress.com,US
Cypress Semiconductor,cypress.com,IN
CyRay,cyray.io,IL
Cyrca Strategy,cyrcahealth.com,US
Cyrela,cyrela.com.br,BR
Cystic Fibrosis Foundation,cff.org,US
Cytiva,cytivalifesciences.com,US
D&M Enterprise Group,dmenterprise.net,US
D2L,d2l.com,CA
D3 Security,d3security.com,CA
Dade County Public Schools,dadeschools.net,US
Daemen University,daemen.edu,US
Dagma,dagma.pl,PL
Daimler AG,daimler.com,IN
Daisy,joindaisy.com,IL
Daisy Group,daisygroup.com,GB
Daiwa Capital Markets,daiwacm.com,US
Dakota Supply Group,dsgsupply.com,US
Daktronics,daktronics.com,US
Dale Carnegie Training,dalecarnegie.com,US
Dalhousie University,dal.ca,CA
Dallas College,dallascollege.edu,US
"Dallas County, IA",dallascountyiowa.gov,US
Dallas Fort Worth International Airport,dfwairport.com,US
Dallas Holocaust & Human Rights Museum,dhhrm.org,US
Dallastown Area School District,dallastown.net,US
DALMINE SPA,tenaris.com,IT
Damco,damcogroup.com,IN
Dana Incorporated,dana.com,SG
Danaher Corporation,danaher.com,US
Danis,danis.com,US
Danlaw,danlawinc.com,US
Danone North America,danonenorthamerica.com,US
Danos,danos.com,US
Danville Community School Corporation,danville.k12.in.us,US
DARCARS Automotive Group,darcars.com,US
Darden Restaurants,darden.com,US
Darigold,darigold.com,US
Dark Horse Comics,darkhorse.com,US
DART Aerospace Company,dartaerospace.com,CA
Dartmouth College,home.dartmouth.edu,US
Darwinbox,darwinbox.com,IN
DAS Health,dashealth.com,US
Dasher Technologies,dasher.com,US
DASSAULT AVIATION,dassault-aviation.com,FR
Dassault Aviation Business Services SA,tagaviation.com,CH
Dassault Systèmes,3ds.com,JP
Data Axle,data-axle.com,US
Data Intensity,dataintensity.com,US
Data Intensity,dataintensity.com,IN
Data Solutions Holdings Ltd.,datasolutions.ie,IE
Data#3,data3.com,AU
data.ai,data.ai,US
DataArt,dataart.com,US
Databranch,databranch.com,US
Databricks,databricks.com,US
DATACENTRIX HOLDINGS LTD,datacentrix.co.za,ZA
DataCentrum,datacentrum.sk,SK
Datadog,datadoghq.com,US
DATALEX PUBLIC LIMITED COMPANY,datalex.com,IE
Datalink Networks,datalinknetworks.net,US
DATAMARK,datamark.net,US
Datamont,datamont.sk,SK
Dataprev,previdencia.gov.br,BR
Dataprise,dataprise.com,US
DataTracks,datatracks.com,IN
DatosMedia,datosmedia.es,ES
Dave & Buster,daveandbusters.com,US
Davenport Community School District,davenportschools.org,US
Davenport University,davenport.edu,US
DAVEY,davey.com,US
David Weekley Homes,davidweekleyhomes.com,US
David Ybarra Fine Arts Academy,eeisd.org,US
David Yurman,davidyurman.com,US
Davidson College,davidson.edu,US
Davies Ward Phillips & Vineberg,dwpv.com,CA
Davis Partnership Architects,davispartnership.com,US
Davis Standard,davis-standard.com,US
Davis Technical College,davistech.edu,US
Davis Wright Tremaine,dwt.com,US
Dawson College,dawsoncollege.qc.ca,CA
Dayton Children's,childrensdayton.org,US
DAYTON PUBLIC SCHOOLS,dps.k12.oh.us,US
Daytona State College,daytonastate.edu,US
DB Best Technologies,dbbest.com,US
DBHDS,dbhds.virginia.gov,US
Dbt Labs,getdbt.com,US
DC3,dc3.mil,US
DCC,dcc-care.org,GB
DCDR Infra,dcdrinfra.com,IN
DCENR,dcenr.gov.ie,IE
DCR,dcr.virginia.gov,US
DCSO,dcso.de,DE
DCT,dct.gov.ae,AE
D'Decor,ddecor.com,IN
DE AGOSTINI EDITORE SPA,gruppodeagostini.it,IT
"DE PRADO PORTUGAL, S.A.",deprado.eu,PT
De Smet S.A. - Engineers & Contractors,dsengineers.com,BE
De Vlaamse Waterweg,vlaamsewaterweg.be,BE
Deakin University,deakin.edu.au,AU
DealerOn,dealeron.com,US
DealerWeb,dealerwebadmin.com,US
Dearborn Life Benefits,benefitsmadeeasy.net,US
Dearborn Public Schools,dearbornschools.org,US
Deccan Fine Chemicals,deccanchemicals.com,IN
Decimal Point Analytics,decimalpointanalytics.com,IN
Deckers Brands,deckers.com,US
DecoPac,decopac.com,US
Deeco - Water Process Solutions,deeco.co.nz,NZ
DeepSeas,deepseas.com,US
Deerfield Academy,deerfield.edu,US
DEFACTO PERAKENDE TICARET ANONIM SIRKETI,defacto.com.tr,TR
Defaqto,defaqto.com,GB
Defense Acquisition University,dau.edu,US
Defense Advanced Research Projects Agency,darpa.mil,US
Defense Commissary Agency,commissaries.com,US
Defense Health Agency,health.mil,US
Defense Intelligence Agency,dia.mil,US
Defy Security,defysecurity.com,US
DeGolyer & MacNaughton,demac.com,US
DEKA,dekaresearch.com,US
DeKalb County,dekalbcountyga.gov,US
DeKalb ISD,dekalbisd.net,US
DEKRA,dekra.com,ES
Del Mar College,delmar.edu,US
Delano Public Schools,delano.k12.mn.us,US
Delaware Consulting,delaware.pro,BE
Delaware State University,desu.edu,US
Delaware Valley Floral Group,dvfloralgroup.com,US
Delaware Valley University,delval.edu,US
DELEGAT GROUP LIMITED,delegats.co.nz,NZ
Delhivery,delhivery.com,IN
Dell,dell.com,CH
Dell,dell.com,IL
Dell,dell.com,US
Dell,dell.com,TW
Dell,dell.com,BR
Deloitte,deloitte.com,CN
Deloitte,deloitte.com,SG
Deloitte,deloitte.com,CA
Deloitte,deloitte.com,US
Deloitte,deloitte.com,AU
Delphinus Engineering,delphinus.com,US
Delta Community Credit Union,deltacommunitycu.com,US
Delta Constructors,deltaconstructors.net,US
Delta Dental Of New Jersey,deltadentalnj.com,US
Delta Faucet,deltafaucet.com,US
Delta Galil Industries Ltd,deltagalil.com,IL
Deltek,deltek.com,US
Deluxe Media,bydeluxe.com,IN
Demirören Teknoloji,sans-technology.com,TR
DEMIROREN YATIRIM HOLDING ANONIM SIRKETI,demiroren.com.tr,TR
Den Haag,denhaag.nl,NL
Denave,denave.com,IN
Denison University,denison.edu,US
DENSO,denso.com,JP
DENSO EUROPE B.V.,denso.com,NL
"Denso Manufacturing Tennessee, Inc.",denso.com,US
DENSO MANUFACTURING UK LTD.,denso.com,GB
"Denso México, S.A. de C.V.",denso.com,MX
DENSO OTOMOTIV PARCALARI SANAYI ANONIM SIRKETI,denso.com,TR
