Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score
Brooks Macdonald,Brooks Macdonald,Cold,"",490,financial services,farshogar.irani@gmail.com,http://www.brooksmacdonald.com,http://www.linkedin.com/company/brooks-macdonald,"",https://twitter.com/brooksmacdonald,21 Lombard Street,London,England,United Kingdom,EC3V 9AH,"21 Lombard Street, London, England, United Kingdom, EC3V 9AH","wealth management, asset management, investment management, employee benefits, specialist property management, financial planning, funds, mortgage finance, tax services, discretionary fund management, wealth planning, offshore fund administration, long-term relationships, client-specific investment solutions, discretionary portfolios, investment solutions, specialist property funds, wealth management for charities, offshore investment management, pension funds, client assets, fund performance tracking, estate planning, trust and estate services, financial planning & advisory services, property asset management, offshore asset management, multi-asset fund management, pension fund management, high net worth wealth strategies, fund performance, institutional investors, innovative fund products, specialist fund management, absolute return sector funds, employee benefits consultancy, private wealth solutions, client asset growth, wealth management innovation, estate planning services, long-term wealth strategies, fund management, trust management, private clients, charities and trusts, offshore investment, financial advice, asset allocation, financial services, client-focused investment approach, long-term client relationships, investment performance, financial adviser services, offshore funds, innovation in finance, trustee services, institutional fund management, high net worth individuals, absolute return funds, property funds, long-term investment planning, client trust building, fund management innovation, bespoke financial planning, fund management on behalf of clients, uk financial sector, client-centric, alternative investment funds, bespoke asset allocation, b2b, consulting, services, other financial investment activities, retirement planning, regulatory compliance, investment advisory, customer service, risk management, law practice, legal services",'+44 20 7499 6424,"Cloudflare DNS, Microsoft Office 365, CloudFlare Hosting, Pardot","",Other,"",2025-03-01,162283000,"",68b05e792592f00001923988,6722,5239,"Brooks Macdonald Group PLC is a UK-based investment management firm founded in 1991, managing over £18 billion in client assets. Headquartered in London, the company operates through subsidiaries and has 14 offices across the UK, Channel Islands, and Isle of Man. 

The firm specializes in discretionary investment management, wealth planning, and fund management. It offers bespoke portfolios, multi-asset funds, and absolute return strategies tailored for private high-net-worth individuals, institutional clients, trusts, and pension funds. Brooks Macdonald also provides specialized services, including an AIM Portfolio Service for Alternative Investment Market assets and offshore investment management. 

As a public company traded on AIM since 2005, Brooks Macdonald is a subsidiary of Braemar Group Ltd. The company has recently expanded through acquisitions, including LIFT Financial Group and Lucas Fettes Financial Planning, while also divesting Brooks Macdonald Asset Management (International) Limited. With a dedicated team of 485 staff, Brooks Macdonald focuses on building long-term client relationships and delivering personalized wealth solutions.",1991,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68ac6cb23cde940001821b20/picture,"","","","",""
PKF Littlejohn,PKF Littlejohn,Cold,"",710,accounting,farshogar.irani@gmail.com,http://www.pkf-l.com,http://www.linkedin.com/company/littlejohn,"",https://twitter.com/PKF_Littlejohn,28 Westferry Circus,London,England,United Kingdom,E14 8,"28 Westferry Circus, London, England, United Kingdom, E14 8","audit & assurance, business services, business tax, company secretarial services, corporate finance, grant audit services, ixbrl, it consulting services, litigation support, outsourcing, payroll services, personal tax, service charge accounts, vat & customs, insurance, listed audits, cybersecurity, business development, tax planning, fraud detection, high-profile business audits, international accounting network, tax investigations, automated financial reporting, transfer pricing, listed company audits, regtech solutions, internal controls, tax compliance, corporate governance, digital transformation in audit, regulatory compliance, cloud-based audit systems, wealth management, sustainable finance, financial services, valuation services, funds management, esg reporting standards, tax advisory, tax compliance services, international tax, ai in auditing, tax incentives, it assurance, cloud accounting, estate planning, international audit standards, financial modelling, private client services, wealth planning, tax dispute resolution, tax, statutory audit, manufacturing accounting, real estate accounting, advisory, cross-border tax, regulatory reporting, digital transformation, public sector auditing, regulatory change management, vat advisory, transaction support, investment advisory, operational resilience testing, audit quality, internal audit, dora compliance, audit assurance, transaction advisory, business restructuring, sme services, pcaob compliance, financial statement preparation, audit and assurance, accounting, blockchain for audit, private equity services, esg advisory, inheritance tax, forensic investigations, business restructuring advice, forensic data analytics, complex business advisory, fund accounting, financial crime prevention, corporate tax, corporate social responsibility, environmental social governance, system integration, forensic accounting, cybersecurity audits, pcaob audits, auditing, technology risk assessment, digital audit tools, risk management, business consulting, not-for-profit accounting, green auditing, large business services, business advisory, aim-listed companies, uk accounting firms, capital allowances, financial reporting, operational resilience, technology sector services, audit, risk assessment, iso 27001 certification, legal and regulatory services, b2b, non-profit, consulting, services, accounting, tax preparation, bookkeeping, and payroll services, capital markets, asset management, hospitality, renewable energy, sustainability, legal services, computer & network security, information technology & services, investment management, law practice, management consulting, nonprofit organization management, leisure, travel & tourism, clean energy & technology, environmental services, renewables & environment",'+44 20 7516 2200,"Mailchimp Mandrill, Mimecast, Outlook, MailChimp SPF, Microsoft Office 365, Sendgrid, CloudFlare Hosting, WordPress.org, Vimeo, Google Maps (Non Paid Users), Adobe Media Optimizer, Google Analytics, Cedexis Radar, Google Font API, Google Maps, Google Tag Manager, Gravity Forms, YouTube, Shutterstock, reCAPTCHA, Mobile Friendly, Bootstrap Framework, Facebook Login (Connect), ASP.NET, Facebook Widget, Remote, Basis","","","","",60000000,"",68b05e792592f0000192398d,8721,54121,"PKF Littlejohn is a leading accounting firm located in London, UK. As part of the larger PKF network, it is recognized as one of the country's largest and most successful accountancy brands. Incorporated in 2009, PKF Littlejohn has built a strong reputation in the industry.

The firm provides a wide range of services, including audit services to ensure compliance and enhance the credibility of financial statements, accountancy services for financial reporting and management, tax planning and advisory services, and strategic advisory services for business operations and mergers. With a turnover exceeding £36 million and a team of over 250 staff members, PKF Littlejohn is well-equipped to support a diverse client base, including small to medium-sized enterprises and large corporations.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68a61838f8b0bc0001dd4b36/picture,"","","","",""
Go.Compare,Go.Compare,Cold,"",140,financial services,farshogar.irani@gmail.com,http://www.gocompare.com,http://www.linkedin.com/company/gocompare,https://facebook.com/gocompare,https://twitter.com/Gocompare,Saint Mary Street,Cardiff,Wales,United Kingdom,CF10,"Saint Mary Street, Cardiff, Wales, United Kingdom, CF10","insurance, comparison, financial services, user interface, online user experience, digital advertising, discount offers, trustpilot rating, consumer decision support, filter results, market growth strategies, insurance products, revenue from providers, discount offerings, market competition, unbiased product comparison, market share in uk, discount codes, voucher codes, customer focus, product providers, filtering options, car insurance, brand recognition, digital marketing campaigns, technology platform, trustpilot score, comparison website, revenue model, quote comparison, market expansion, provider fees, value proposition, brand icon gio compario, consumer decision-making, digital platform, consumer trust ratings, energy tariff comparison, brand campaigns, advertising impact, market leader in uk, brand recognition in uk, digital acquisition, discount offers online, unbiased comparison, product filtering technology, market leadership, market leader, product comparison, user-friendly interface, consumer savings platform, digital footprint, polarizing advertising, insurance product filtering, brand awareness, energy tariffs, brand icon, voucher code acquisition, consumer trust, digital voucher code platform, customer engagement, home insurance, digital expansion, brand icon advertising, unbiased comparison technology, brand awareness impact, product filtering, e-commerce, consumer choice, market share, market growth in financial services, market position, customer trust, insurance comparison, brand awareness campaigns, advertising campaigns, uk insurance market, market growth, financial products, impartiality, online comparison, breakdown cover, discount code integration, market expansion strategies, pet insurance, financial product comparison, energy tariff comparison site, online quotes, voucher code site, insurance comparison uk, consumer savings, quick quotes, uk market, digital voucher platform, transparency, comparison site revenue model, insurance quotes, digital marketing, b2c, services, marketing & advertising, consumer internet, consumers, internet, information technology & services",'+44 163 365 4060,"Mailchimp Mandrill, Gmail, Mimecast, Google Apps, Microsoft Office 365, Bluekai, VueJS, Microsoft Azure Monitor, ExactTarget, Workable","","","","",176394000,"",68b05e792592f000019239fc,7389,54182,"Go.Compare is a UK-based price comparison website founded in November 2006 by Hayley Parsons. Headquartered in Newport, Wales, the company was the first to emphasize the features of insurance products alongside prices, which contributed to its membership in the British Insurance Brokers Association (BIBA). Over the years, Go.Compare has undergone several changes, including acquisitions by esure and Future plc, and the acquisition of MyVoucherCodes in 2017.

The platform offers a variety of comparison services for financial and insurance products, including car, home, life, and travel insurance, as well as credit cards, loans, mortgages, and utility services. Users can compare prices and features from multiple providers, enabling informed purchasing decisions. Go.Compare is recognized for its memorable advertising campaigns, particularly featuring the character Gio Compario, and is one of the leading price comparison websites in the UK.",2006,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68b00095293d10000107eda5/picture,"","","","",""
RBC BlueBay Asset Management,RBC BlueBay Asset Management,Cold,"",580,financial services,farshogar.irani@gmail.com,http://www.rbcbluebay.com,http://www.linkedin.com/company/rbc-bluebay-asset-management,https://www.facebook.com/WarwickJohnstonMortgageSpecialistRBC,https://twitter.com/RBCWJohnston,77 Grosvenor Street,London,England,United Kingdom,W1K 4,"77 Grosvenor Street, London, England, United Kingdom, W1K 4","financial services, fixed income, long only, alternatives, asset management, active asset management, global presence, portfolio optimization, sustainable investing, investment platforms, equity investment, investment compliance, multi-asset strategies, investment consulting, tailored investment solutions, client-focused, regional asset allocation, regional client relationships, risk mitigation, sustainable fixed income, esg factors, risk management tools, portfolio management, active trading, investment technology, esg, investment strategies, technology platforms, fund distribution, credit market research, credit market analysis tools, regional presence, active equity strategies, risk analysis, sustainable credit strategies, market data, credit markets, regional investment teams, investment analytics, market risk, esg criteria in fixed income, regional investment solutions, fixed income strategies, esg investment policies, institutional investors, investment solutions, tailored products, regional asset management, investment process automation, investment research, client reporting tools, esg-aligned investment process, leveraged finance, credit analysis, client partnership, sustainable outcomes, regional offices, regulatory compliance, investment innovation, risk management, equity funds, multi-cycle credit, regional investment strategies, market intelligence, specialist strategies, active management, client engagement, credit risk management, credit market innovation, fixed income alpha strategies, hedge funds, client reporting, active investment management, alternative strategies, client services, active multi-asset portfolios, portfolio construction, fixed income investment, active credit management, regulatory standards, investment management, fund administration, client onboarding, credit market dynamics, market research, alpha generation, investment grade, market trends, client service, fixed income assets, securitized credit, wholesale investors, client communication, responsible investing, credit and equity diversification, active fixed income portfolios, fixed income risk analysis, investment governance, esg integration, market insights, regional market research, equities strategies, credit asset management, credit market opportunities, regional market insights, esg-focused portfolios, responsible equity investing, client solutions, market analysis, fund performance, asset allocation models, regional client support, multi-asset credit, global markets, performance focus, performance measurement, active fixed income strategies, fund performance analytics, quantitative analysis, credit and equity blend, fund management, fixed income funds, global credit markets, performance management, client-centric culture, investment process, regional client coverage, regional investment trends, regional investment insights, asset allocation, investment expertise, esg integration in fixed income, asset management division, esg risk assessment, fund solutions, regional market expertise, credit risk analysis, equities, investment analytics tools, b2b, services",'+44 20 7389 3700,"UltraDns, Microsoft Azure Hosting, Outlook, Salesforce, Akamai, Brightcove, JQuery 2.1.1, React Redux, Microsoft Azure, ExactTarget, Drupal, VueJS, AWS SDK for JavaScript, Mapbox, SendInBlue, MongoDB, Wordpress VIP, Figma, ShareThis, Hotjar, Workday Recruit, Google Analytics, New Relic, Google Tag Manager, Zencoder, Mobile Friendly, Multilingual, YouTube, Akamai RUM, Facebook Custom Audiences, Dropbox, Google Analytics Ecommerce Tracking, Google Plus, Twitter Advertising, Contently, DoubleClick Floodlight, Ruxit, Bing Ads, Google Play, Adobe Media Optimizer, Cedexis Radar, OpinionLab, Linkedin Marketing Solutions, Google AdWords Conversion, Highcharts JS Library, Google Font API, WordPress.org, Google Dynamic Remarketing, Shutterstock, Vimeo, Facebook Login (Connect), Facebook Widget, Linkedin Widget, Bootstrap Framework, DoubleClick, Google Maps, iGoDigital, SiteScout, DoubleClick Conversion, reCAPTCHA, Ensighten, Render, Remote",3500880000,Debt Financing,3500880000,2017-07-01,166800000,"",68b05e792592f000019239fd,6732,5239,"RBC BlueBay Asset Management is an active investment manager that focuses on delivering optimal outcomes across various asset classes, including fixed income, equities, and alternatives. Founded in 2001 as a credit specialist hedge fund, the firm has grown into a comprehensive asset management company after being acquired by the Royal Bank of Canada (RBC).

The company offers a range of investment services tailored to meet the diverse needs of its clients. These services include specialized fixed income strategies, equity investment solutions, and alternative investment strategies. RBC BlueBay emphasizes a client-focused model, aiming to turn investment ideas into reality. The firm values diversity, inclusion, and collaboration, fostering a culture that encourages mutual respect and continuous learning. Additionally, RBC BlueBay incorporates environmental, social, and governance (ESG) factors into its investment process, promoting responsible and sustainable investment practices.",2001,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68af25d05332a40001aa0245/picture,"","","","",""
AFH Wealth Management,AFH Wealth Management,Cold,"",540,financial services,farshogar.irani@gmail.com,http://www.afhwm.co.uk,http://www.linkedin.com/company/afh-wealth-management,https://www.facebook.com/AFHWealth/,https://twitter.com/afhwealth,Buntsford Drive,Stoke Heath,England,United Kingdom,B60 4JE,"Buntsford Drive, Stoke Heath, England, United Kingdom, B60 4JE","independent financial advice, wealth management, financial planning, pension planning, retirement planning, protection planning, investment advice, investment management, inheritance tax planning, wealth transfer, financial services, inheritance tax, adviser qualification, financial goals, asset management, chartered financial planner, financial advice process, asset management assets, uk offices, trusts and estate, wealth management solutions, estate planning, tax planning, client portal, client-centric approach, mortgage advice, inheritance mitigation, independent advisers, protection services, personalized advice, tax efficiency, b2c, consulting, services, retail, other financial investment activities, risk management, life insurance, market research, risk assessment, capital markets, law practice, legal services",'+44 333 060 5218,"Microsoft Azure Hosting, Rackspace MailGun, Outlook, Microsoft Office 365, Facebook Custom Audiences, Vimeo, Google Font API, DoubleClick, Bootstrap Framework, Google Maps, Linkedin Marketing Solutions, Google Maps (Non Paid Users), Google Dynamic Remarketing, Facebook Widget, Trustpilot, Google Analytics, Google Tag Manager, Microsoft-IIS, Facebook Login (Connect), DoubleClick Conversion, ASP.NET, Hotjar, Mobile Friendly, Data Analytics",11036460,Other,6759680,2015-12-01,99819000,"",68b05e792592f00001923a00,6282,5239,"AFH Wealth Management is a UK-based financial advisory firm that operates under AFH Independent Financial Services Limited, which is regulated by the Financial Conduct Authority. The company focuses on providing comprehensive financial planning and wealth management services, offering independent advice tailored to the unique needs of each client.

With over 200 accredited advisers and more than 30 years of industry experience, AFH Wealth Management specializes in financial planning, including retirement strategies and investment portfolio management. They also provide bespoke wealth management solutions that encompass asset allocation, risk management, and tax-efficient investing. The firm publishes economic commentaries to keep clients informed about market trends.

Headquartered in Bromsgrove, Worcestershire, AFH serves private clients across the UK, emphasizing personalized advice for individuals and families. The firm is part of the AFH Financial Group Limited, which has been operational since 2011.",1990,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68aec466c9816e00017664bd/picture,Flexpoint Ford (flexpointford.com),"","","",""
Merlin Claims Limited,Merlin Claims,Cold,"",21,insurance,farshogar.irani@gmail.com,http://www.merlinclaims.com,http://www.linkedin.com/company/merlin-claims-limited,"","","",Birkenhead,England,United Kingdom,CH41 4,"Birkenhead, England, United Kingdom, CH41 4","loss adjusting, claims management, building repairs, project managed surveying, subsidence, environmental claims","","Amazon AWS, Google AdSense, Mobile Friendly, Remote","","","","",75000000,"",68b05e792592f00001923a06,"","","Merlin Professional Claims Services is one of the leading Loss Adjusting and Claims Management practices in the UK with a reputation for innovation and excellence as standard.

Merlin brings fresh thinking to the insurance industry, offering clients a flexible menu of services, tailored to meet their individual needs and ensuring a swift and efficient experience for their customers.",1992,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/663480fd31e19000070b103c/picture,"","","","",""
Newline Group,Newline Group,Cold,"",260,insurance,farshogar.irani@gmail.com,http://www.newlinegroup.com,http://www.linkedin.com/company/newline-group,"","",2 Fen Court,London,England,United Kingdom,EC3M 5,"2 Fen Court, London, England, United Kingdom, EC3M 5","insurance, reinsurance, international casualty, direct and facultative basis, specialty lines, client-focused service, space insurance, casualty insurance, broad geographic reach, specialty risk underwriting, local market expertise, professional indemnity, multi-jurisdictional insurance, cargo insurance, direct and facultative insurance, cyber liability, clinical trials insurance, underwriting platforms, underwriting, tailored solutions, claims management, global coverage, cyber insurance, insurance products, insurance underwriting, liability insurance, financial services, international insurance, marine insurance, risk management, financial lines, newline europe versicherung ag, regulatory compliance, medical malpractice, space and specie insurance, regulatory standards compliance, high net worth clients, lloyds syndicate 1218, customized risk solutions, newline insurance company, specialty insurance, b2b, services, direct insurance (except life, health, and medical) carriers, customer engagement",'+44 20 7090 1700,"NSOne, UltraDns, Mimecast, Microsoft Office 365, Microsoft Azure Hosting, Hubspot, reCAPTCHA, Apache, Google Places, Google Maps, OpenSSL, Mobile Friendly, Bootstrap Framework, WordPress.org, Google Font API, Remote, AI","","","","",221700000,"",68b05e792592f00001923a08,6331,52412,"Newline Group is a leading specialty insurance group based in London, operating through three main underwriting platforms: Newline Syndicate 1218 at Lloyd's, Newline Insurance Company Limited, and Newline Europe Versicherung AG. The company has a strong global presence with offices in the UK, Europe, Asia, Australia, Canada, and Latin America. It is part of Odyssey Group Holdings, Inc., a subsidiary of Fairfax Financial Holdings Limited.

Newline Group specializes in underwriting international casualty, cargo, and specialty lines of business across more than 80 countries. Its product offerings include Affinity and Special Risks, Cargo, Directors & Officers Liability, Cyber, Financial Institutions and Commercial Crime, Liability, Life Sciences and Clinical Trials, Medical Malpractice, Professional Indemnity, and Space and Specie. These products are available on both direct and facultative bases, catering to a diverse range of clients with unique insurance needs.",1997,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68a81dd9b7d7630001280bec/picture,"","","","",""
One Call Insurance Services Limited,One Call Insurance Services,Cold,"",260,insurance,farshogar.irani@gmail.com,http://www.onecallinsurance.co.uk,http://www.linkedin.com/company/one-call-insurance-ltd.,https://facebook.com/onecalldirectinsurance,https://twitter.com/OCInsuranceUK,Balby Carr Bank,"",England,United Kingdom,DN4 5JQ,"Balby Carr Bank, England, United Kingdom, DN4 5JQ","telematics insurance, uk-based contact centers, specialist insurance, trusted providers, van insurance, customer support, customer satisfaction, policy downloads, insurance awards, black box insurance, insurance industry, insurance innovation, insurance products, uk insurance provider, payments, learner driver insurance, fraud awards, travel insurance, insurance quotes, industry recognition, insurance provider awards, regulatory compliance, home insurance, online management, commercial insurance, uk insurance, charity support, car insurance, policy changes, broking initiatives, insurance comparison, breakdown services, online quotes, uk insurance regulation, insurance comparison websites, financial services, legal cover, business insurance, customer portal, temporary insurance, policy management, customer milestones, insurance, customer service, online customer portal, motorbike insurance, pet insurance, local charity support, trusted insurance providers, value for money, renewals, b2c, e-commerce, d2c, services, insurance agencies and brokerages, b2b, consumer internet, consumers, internet, information technology & services, insurance agencies & brokerages",'+44 13 0255 4012,"Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, Google Tag Manager, DoubleClick, WhosOn, Pingdom, Google Dynamic Remarketing, Google Maps (Non Paid Users), JQuery 2.1.1, Google Analytics, Trustpilot, Reviews.co.uk, Typekit, Mobile Friendly, Google Font API, Facebook Custom Audiences, Google Maps, Bootstrap Framework, DoubleClick Conversion, Reviews","","","","",85000000,1,68b05e792592f00001923a11,6361,52421,"One Call Insurance Services Limited is a UK-based insurance brokerage firm, established on March 11, 2003, and located in Doncaster, South Yorkshire. The company is authorized and regulated by the Financial Conduct Authority and specializes in insurance intermediation.

The firm offers a wide range of insurance products, including motor insurance for cars, vans, motorbikes, and learner drivers, as well as property insurance for homes and caravans. They also provide specialty lines such as travel insurance, life insurance, and breakdown cover. Customers can access online and phone-based quote comparisons across various insurance brands, ensuring competitive pricing and quality service.

Founded in 1995, One Call has grown through customer referrals and innovative operational practices. The company is recognized for its commitment to customer satisfaction, having received awards for being the ""Best Overall Insurance Broker"" for two consecutive years. Additionally, One Call engages in community initiatives, supporting various charitable causes through fundraising events.",1995,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68ac030d2b743c0001d67367/picture,One Call Groupcareers (onecallgroupcareers.co.uk),"","","",""
Wealthtime,Wealthtime,Cold,"",270,financial services,farshogar.irani@gmail.com,http://www.wealthtime.com,http://www.linkedin.com/company/wealthtime,"","",Barford Lane,Salisbury,England,United Kingdom,SP5 3QA,"Barford Lane, Salisbury, England, United Kingdom, SP5 3QA","automated portfolio rebalancing, regtech solutions, investment performance, client-centric approach, investment data security, client data protection, portfolio analytics, adviser crm integration, client engagement tools, investment performance tracking, platform scalability, adviser support services, investment flexibility, technology integration, client communication platform, asset under management, adviser charging, adviser tools, technology upgrades, portfolio rebalancing, client onboarding, client communication tools, asset management, adviser workflow automation, regulatory compliance, investment transparency, client engagement, investment platform, uk investors, platform automation, platform innovation, platform security, technology-driven service, streamlined administration, offshore bonds, digital onboarding, client reporting automation, investment options, platform upgrade, digital onboarding process, ai integration, digital client onboarding, wealth management solutions, customer service, adviser-focused platform, client portfolios, digital wealth management, client experience enhancement, investment products, automation, secure online account, financial services, reporting tools, investment strategy tools, investment reporting software, retirement services, client reporting, adviser support, product wrappers, platform stability, compliance monitoring, technology partnership, wealth management, market leading technology, investment reporting, investment management tools, digital compliance monitoring, adviser automation tools, automated compliance, client portal, client communication, client onboarding automation, client portal customization, regulatory technology, investment decision support, investment solutions, investment risk analytics, financial advisers, platform integration, digital platform, investment customization, platform solutions, investment risk management, client transparency, digital wealth solutions, bespoke portfolios, investment analytics, investment management, customer experience, asset growth, client data security, investment performance analytics, portfolio management, b2b, services",'+44 17 2551 2925,"CloudFlare CDN, Salesforce, Outlook, Pardot, Microsoft Office 365, Google Cloud Hosting, Cloudflare DNS, CloudFlare Hosting, Rackspace, Amazon AWS, Hubspot, Google Maps, Shutterstock, Google Maps (Non Paid Users), DoubleClick Floodlight, Vimeo, DoubleClick Conversion, Google Font API, Linkedin Marketing Solutions, Google Tag Manager, WordPress.org, DoubleClick, Bootstrap Framework, Trustpilot, Hotjar, Google Dynamic Remarketing, Mobile Friendly, ASP.NET, Typekit, Remote","","","","",54000000,"",68b05e792592f00001923a12,6732,5231,"Wealthtime is a UK-based investment platform group that manages £11 billion in assets for over 77,000 clients. Established in 2008, the company operates through financial advisers and focuses on integrating advanced technology with personalized service to enhance wealth management. Wealthtime offers two main platforms: Wealthtime, a modern service with digital tools, and Wealthtime Classic, a legacy platform for efficient portfolio management.

The company provides a range of investment wrappers, including Flexible ISA, Junior ISA, SIPP, and General Investment Account, along with access to over 6,000 assets, including equities, ETFs, and funds from numerous managers. Wealthtime partners with GBST for core technology while developing its own systems for customization and quick feature deployment. The unified platform experience allows advisers to select tailored solutions for their clients, supported by transparent pricing and award-winning customer service.",2008,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68af1bb8b44e6100019b3d3a/picture,AnaCap (anacap.com),"","","",""
Hawkins & Associates,Hawkins & Associates,Cold,"",210,insurance,farshogar.irani@gmail.com,http://www.hawkins.biz,http://www.linkedin.com/company/hawkins-and-associates-limited,"","","",London,"",United Kingdom,"","London, United Kingdom","cause & origin investigation, escapes of water, fuel & other liquids, fire, explosion, road traffic accident investigations, forensic investigation, accident reconstruction, root cause analysis, expert witness services, personal injury, insurance claims, power, energy, forensic architecture, engineering, marine, power plant failure investigation, contamination assessment, fire engineering, imdg cargo failure, forensic services, materials failure analysis, personal injury investigation, onboard ship materials failure, personal injury in construction, flooding and hydrology, expert report preparation, geotechnical engineering, fire stop and spread, digital forensic analysis, power and energy failure, legal services, dispute resolution, risk management, water ingress, marine coating failure analysis, vehicle fire investigation, fire and explosion scene reconstruction, engineering services, collision reconstruction, material failure, liquefaction of bulk cargoes, fire and explosion investigation, marine cargo spoilage, insurance services, marine cargo analysis, marine corrosion, chemical contamination, civil and structural engineering, civil engineering structural failure, marine industry, acoustics and vibration, road traffic collision reconstruction, marine incident investigation, cyber and digital forensics, renewable energy system failure, engineering failure analysis, fire modelling, b2b, consulting, services, testing laboratories and services, civil engineering, conflict resolution, information technology & services",'+44 20 7481 4897,"Cloudflare DNS, Mimecast, Microsoft Office 365, CloudFlare Hosting, Cedexis Radar, Typekit, Linkedin Marketing Solutions, Adobe Media Optimizer, reCAPTCHA, Google Maps, DoubleClick, Google Analytics, Mobile Friendly, Google Maps (Non Paid Users), Vimeo, DoubleClick Conversion, Google Dynamic Remarketing, Google AdWords Conversion, Gravity Forms, WordPress.org, Google Font API, Google Tag Manager, Remote","","","","",57800000,"",68b05e792592f00001923a17,"",54138,"Hawkins & Associates Limited is a private limited company based in London, England, established on December 13, 1999. With over 25 years of experience, the company is classified as a medium-sized enterprise, employing fewer than 250 people and maintaining an annual turnover and balance sheet under £36 million.

The firm specializes in forensic investigation and root cause analysis, primarily serving the insurance, legal, and risk management sectors. They provide detailed technical consulting and scientific analysis to help clients understand complex issues related to claims, disputes, and risk assessments. Their services include forensic investigations, root cause analysis, technical testing, and other specialized consulting activities tailored to client needs. Hawkins & Associates is dedicated to delivering expert analyses that assist clients in mitigating risks and making informed decisions.",1980,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68a5a1cc988b4600017fcc8b/picture,"","","","",""
Coventry Building Society,Coventry Building Society,Cold,"",2200,banking,farshogar.irani@gmail.com,http://www.coventrybuildingsociety.co.uk,http://www.linkedin.com/company/coventry-building-society,https://www.facebook.com/coventrybuildingsociety,https://twitter.com/CoventryBS,Orchard Court,Coventry,England,United Kingdom,CV3 2TQ,"Orchard Court, Coventry, England, United Kingdom, CV3 2TQ","savings accounts, mortgages, cash isas, savings bonds, retail banking, member benefits, mortgage lending, landlord insurance, financial innovation, broad product portfolio, financial products, financial stability, member ownership, financial assets, savings products, social responsibility, customer loyalty, mortgage services, regulatory approval, banking, landlord customers, acquisition of the co-operative bank, uk building society, strategic growth, digital banking, asset size, long-term interests, asset diversification, growth initiatives, acquisition strategy, mortgage portfolio, online banking, financial growth, customer base, mutual organization, environmental impact, home insurance, personal banking, growth strategy, income protection, mortgage products, member-owned, customer service, regulatory compliance, financial services, insurance products, regular saver accounts, mutual financial institution, financial institution, banking services, porting mortgages, mortgage transfer, mutual status, insurance solutions, branch network, broad national presence, financial strength, personal customers, branch expansion, savings and investments, isas, asset management, fixed bonds, digital channels, buy-to-let mortgages, social impact, uk financial sector, re-mortgages, b2c, services, retail, commercial banking, sustainability, customer engagement, customer experience, wealth management, financial planning, environmental services, renewables & environment, investment management",'+44 800 121 8899,"Microsoft Office 365, Outlook, ServiceNow, Adobe Marketing Cloud, Google Places, Mobile Friendly, Teads, Google Maps, AI","","","","",497885000,4,68b05e792592f00001923a18,6021,52211,"Coventry Building Society is a mutual financial institution based in the UK, operating since 1884. Headquartered in Coventry, it offers a range of savings, mortgage, and insurance products through branches, online platforms, and telephone services. The society focuses on providing various savings solutions, including easy access accounts, fixed-rate bonds, and ISAs, while prioritizing security and competitive returns for its members.

In addition to savings, Coventry Building Society provides residential and specialist mortgage options, including buy-to-let and commercial mortgages. Its insurance offerings cover home, landlord, mortgage payment protection, and critical illness. The society is committed to a digital-first strategy, blending online services with in-person support. Recently, it announced plans to acquire The Co-operative Bank, aiming to expand its branch network and enhance its product offerings, pending regulatory approval. This strategic growth reflects its commitment to member value and financial strength.",1884,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68abfc30335c7300015cf8f8/picture,"","","","",""
