Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score
DECOSTA Global,DECOSTA Global,Cold,,14,marketing & advertising,farshogar.irani@gmail.com,http://www.decosta.global,http://www.linkedin.com/company/decosta-marketing,,,219 Dufferin St,Toronto,Ontario,Canada,M6K 3J1,"219 Dufferin St, Toronto, Ontario, Canada, M6K 3J1","seo, email marketing, content marketing, brand identity, licensing, entertainment marketing, creative, brand management, display campaigns, digital content, advertising services, information technology & services, search marketing, marketing, marketing & advertising",'+1 416-585-7834,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Google Analytics, Linkedin Marketing Solutions, Google Font API, Mobile Friendly, Google Tag Manager, reCAPTCHA, WordPress.org, Android, Render, , Reviews, Remote, AI, Node.js, React Native",,,,,18094000,,68a4a4aae0299d0001ea3c7f,7380,,"DECOSTA Global is a marketing company that grows audiences for the world's largest brands, focusing its practice with Entertainment, Consumer, Technology, and E-commerce brands.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6870afbe8d211f0001844fd6/picture,,,,,
"Leppert Business Systems Inc,",Leppert Business,Cold,,12,information technology & services,farshogar.irani@gmail.com,http://www.leppert.com,http://www.linkedin.com/company/leppert-business-systems-inc-,https://facebook.com/pages/Leppert+Business+Systems+Inc./109842049032253,https://twitter.com/OfficeDoc,4380 S Service Rd,Burlington,Ontario,Canada,L7L 5Y6,"4380 S Service Rd, Burlington, Ontario, Canada, L7L 5Y6","samsung print, kyocera print, fujitsu scanners, global 360 dm, network printing, xerox, sentryfile document management, paper scanning, docucapture cloud, alaris, hp printers, lenovo computers, francotyppostalia mail, it network support, kodak scanners, lexmark, ricoh print, document filing, monitors, opentext file 360, it services & it consulting, capture plus workflow automation, kyocera multifunction printers, postage meters, document management services, legal and financial record management, record retention, hosted electronic storage, cloud document storage, middleware solutions, shredding services, legal and real estate transaction management, information technology and services, scanning and imaging services, data security, middleware for document automation, office equipment solutions, it support plans, managed print services, automated document processing, network support, microsoft licensing, sentryfile low-cost web-enabled system, office equipment, fujitsu scanning, kyocera software integration, canadian data centres, office technology integration, docucapture cloud dm, document management systems, hosted document management, kodak scanning, electronic records, document management, scanning services, fujitsu high-speed scanners, secure document storage, office equipment and supplies, xerox solutions, electronic document capture, custom indexing for records, workflow automation, cloud storage, b2b, consulting, services, information technology & services, computer & network security, printing, managed services",'+1 905-333-8766,"Outlook, Microsoft Office 365, Hubspot, React, UserLike, Mobile Friendly, Google Analytics, Remote, Android",,,,,31243000,,68a4a4aae0299d0001ea3c81,7375,54151,"We specialize in optimizing office document strategies to enhance efficiency and productivity. Our offerings include:

1. Streamlined Business Processes with a Focus on Document Management
2. Enhanced Document Filing Procedures
3. Comprehensive Managed Print Services
4. Cutting-edge Managed IT Services

Situated in Burlington, ON, Canada, we extend our support to clients across the Golden Horseshoe of Ontario and selectively across Canada.

Utilizing our docUcapture-hosted electronic storage service, we ensure secure record storage through servers located in top-quality Canadian-based data centers.

Our dedicated Client Support Team adopts a personalized and flexible approach to address technical issues in all the aforementioned areas. With almost 50 years of hands-on client support, we excel in delivering maximum value to clients who view office technologies as pivotal competitive tools. We provide innovative solutions and products to empower our clients to leverage the latest advancements in the industry.",1975,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e3cb5cf8e449000190bf18/picture,,,,,
Sklar Peppler Home,Sklar Peppler Home,Cold,,19,furniture,farshogar.irani@gmail.com,http://www.sklarpeppler.com,http://www.linkedin.com/company/sklar-peppler-home-furnishings,,,274 MacKenzie Ave,Ajax,Ontario,Canada,L1S 2E9,"274 MacKenzie Ave, Ajax, Ontario, Canada, L1S 2E9","furniture & home furnishings manufacturing, home decor, furniture stores, home & garden, shopping",'+1 905-427-1331,"Outlook, Basis",,,,,18893000,1,68a4a4aae0299d0001ea3d0f,"5990, 5700",,"In a world that often demands that you settle for less, we're here to offer the opposite. Simply put, we want you to settle for more – as in more selection, more comfort, more quality, and more savings.

It all starts with a visit to the Sklar Peppler showroom, where you'll discover styles to suit every taste – and every budget.

Our secret? We don't just market the products you love; we make many of the products we market. That keeps the quality high and the cost of production low. And since greed just isn't our thing, we pass those savings right on to you.

Isn't it time you settled for more? Start today, at Sklar Peppler!",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/685b331df866f6000131f0d1/picture,,,,,
The Hot House Restaurant & Bar,The Hot House Restaurant & Bar,Cold,,20,restaurants,farshogar.irani@gmail.com,http://www.hothousecafe.com,http://www.linkedin.com/company/the-hot-house-restaurant-&-bar,https://facebook.com/thehothouserestaurant,https://twitter.com/HotHouseTO,35 Church Street,Toronto,Ontario,Canada,M5E 1T3,"35 Church Street, Toronto, Ontario, Canada, M5E 1T3","private events, pizza, quality value, vegetarian gluten free items, vegetarian amp gluten free items, pasta wine, pasta amp wine, bars, event planning & services, italian, nightlife, restaurants, venues & event spaces",'+1 416-366-7800,"Gmail, Google Apps, Amazon AWS, Trustpilot, Bootstrap Framework, Google AdSense, DoubleClick, Mobile Friendly",,,,,7514000,1,68a4a4aae0299d0001ea3d08,7011,,"The Hot House Restaurant & Bar is one of the busiest restaurants in Toronto and the reason is clear... Great food. The Hot House offers spacious, colourfully decorated rooms and an upbeat atmosphere in addition to an eclectic menu to suit all tastes. From thin-crust gourmet pizzas to steaks, numerous pasta dishes, seasonal salads, and decadent desserts, this menu has it all, including an extensive vegetarian selection.

The Hot House Restaurant & Bar also has an extensive selection of wines from around the world, as well as an impressive cocktail menu and a selection of offerings from Canadian microbreweries. The sun-drenched 150 seat patio at the Hot House is an excellent setting to sample some fine Italian wines, Canadian craft beers, or the one of the best mojitos and margaritas in the city. In addition to the patio and the eclectic menu, the Hot House also offers group menus and private areas ideal for corporate functions, social gatherings or private events.",1994,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68428cd11dfed800016858b9/picture,,,,,
Flower Creations,Flower Creations,Cold,,12,retail,farshogar.irani@gmail.com,http://www.flowercreations.ca,http://www.linkedin.com/company/flower-creations,https://www.facebook.com/flowercreationscanada,https://twitter.com/flowercreations,121 King St W,Toronto,Ontario,Canada,M5H 3T9,"121 King St W, Toronto, Ontario, Canada, M5H 3T9","corporate reception flowers, wedding flowers, fresh flower arrangements, corporate events, gift baskets, flowers, florist, flower shop, plants, flower delivery, flower delivery toronto, corporate accounts, corporate flowers, floral design, gift basket services, flower arrangements, event planning and decorations, floral arrangements, flower shop toronto, b2b, b2c, b2b2c, e-commerce, services, retail, events services, consumer goods, consumers, consumer internet, internet, information technology & services, florists, flowers & gifts, shopping",'+1 416-364-2395,"Gmail, Google Apps, Magento 2 Community, Google Dynamic Remarketing, Google Font API, Mobile Friendly, Facebook Login (Connect), Google Tag Manager, CrazyEgg, Facebook Widget, Facebook Custom Audiences, Remote",,,,,5820000,1,68a4a4aae0299d0001ea3d1c,5992,,"Welcome to Flower Creations! 

We are a proud Canadian florist offering fresh flower arrangements for any occasion.  Exception customer service is what we strive to provide.  Allow us to create a unique fresh flower arrangement for someone special.  Whether its a birthday, Get Well, Anniversary or Wedding we can provide flowers that will impress.  

We specialize in providing fresh flowers for your office.  We have customized programs to enhance your reception area with fresh flowers on a weekly or bi-weekly basis.  Products we offer include fresh flowers,  plants, new baby gift baskets, fresh fruit baskets and gourmet chocolate gift baskets.  

We have stores located in Toronto and Mississauga. For the past thirteen years, we have been offering flower arrangements and gift baskets for delivery in the GTA and throughout Canada. Same day delivery is available in the Greater Toronto Area if you order before 11am.  Although we have grown, we remain a family owned business dedicated entirely to providing breathtaking flower arrangements, plants, and gifts to our customers.

Our designs are innovative and changing as we work to meet all the needs of our clients.  We desire to exceed your expectations on each order!",2000,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67277ce91b91e20001892798/picture,,,,,
Allied Medical Instruments Inc.,Allied Medical Instruments,Cold,,14,medical devices,farshogar.irani@gmail.com,http://www.alliedmedical.com,http://www.linkedin.com/company/allied-medical-instruments-inc-,https://facebook.com/alliedmedicalca,https://twitter.com/AlliedMedicalCa,100 Four Valley Dr,Vaughan,Ontario,Canada,L4K 4T9,"100 Four Valley Dr, Vaughan, Ontario, Canada, L4K 4T9","medical supplies, distribution, ems, fire, police, medical equipment manufacturing, fire and police medical gear, medical device product training, medical device certification, iso certified medical supplier, medical oem partnerships, medical device compliance, medical device industry standards, medical device industry, medical equipment training, medical device inventory solutions, emergency medical device compliance, medical device oem representation, public safety medical supplies, medical device distribution network, medical supply wholesaler, medical equipment and supplies distribution, medical supply customer service, disaster response equipment, respiratory therapy equipment, medical supplies distribution, public safety equipment, canadian medical distributor, medical equipment procurement, emergency medical services, medical supply inventory, medical inventory management, medical device marketing, medical device regulation, wound care supplies, medical supply catalog, emergency medical equipment, first aid supplies, medical supply logistics, emergency response medical supplies, medical supply sales team, public safety medical devices, canadian medical device regulations, defibrillators distribution, medical supply e-commerce, iso 13485 medical devices, medical device sales, oxygen therapy devices, medical supply marketing, ems equipment, canadian ems market, trauma care products, health canada compliance, medical device representation, emergency services equipment, b2b, e-commerce, government, services, medical devices, hospital & health care, consumer internet, consumers, internet, information technology & services",'+1 800-463-6677,"Outlook, Amazon AWS, Google Analytics, Mobile Friendly, Bootstrap Framework, Google Font API, Microsoft-IIS, AngularJS",,,,,28100000,,68a4a4aae0299d0001ea3d37,3841,33911,"Allied Medical Instruments (Allied Medical) is a privately owned company established in 1986. Allied's focus is full service marketing, sales and distribution of medical devices to EMS, Fire and Police. This ISO certified company has grown into the preeminent Canadian authorized distributor of medical supplies for all emergency services. With over 30 years dedicated solely to the industry, Allied is the trusted Canadian leader through this all-inclusive commitment. The top OEM's in the field confidently put their trust in Allied Medical to professionally inventory, market and represent their wares. All that we represent have a professional trust knowing we ensure all Health Canada and relevant medical device requirements have been met. Allied differentiates itself by ensuring all of our account executives are fully trained EMS specialists providing the full range of services and resources when you need them.",1986,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/688b70ae5df11600014ac85d/picture,,,,,
Pemberton Valley Lodge,Pemberton Valley Lodge,Cold,,17,hospitality,farshogar.irani@gmail.com,http://www.pembertonvalleylodge.com,http://www.linkedin.com/company/pemberton-valley-lodge,https://facebook.com/stay.in.pemberton,https://twitter.com/pembvalleylodge,1490 Portage Rd,Pemberton,British Columbia,Canada,V0N 2L1,"1490 Portage Rd, Pemberton, British Columbia, Canada, V0N 2L1","two bedroom suites, sheltered balconies, insuite laundry, 360 mountain views, studio suites, dvd players, complimentary wifi, one bedroom suites, fullyequipped kitchens, complimentary whistler winter ski shuttle, business centre, massage studio, green key eco-rating, recreation, on-site dining, hospitality, eco-friendly hotels, bike program, electric vehicle charging, eco-friendly initiatives, all-suite hotel, mountain views, sustainable hotel practices, ev chargers, scenic location, pet-friendly, pool and hot tub, luxury accommodations, lodging, tourism, tripadvisor greenleaders platinum, wi-fi, hotel amenities, b2c, services, leisure, travel & tourism, hotels, hotels & travel",'+1 877-894-2800,"MailChimp SPF, CloudFlare Hosting, Microsoft-IIS, Google Dynamic Remarketing, Adobe Media Optimizer, reCAPTCHA, Facebook Login (Connect), DoubleClick Conversion, Facebook Custom Audiences, Mobile Friendly, ASP.NET, WordPress.org, Cedexis Radar, DoubleClick, Typekit, Facebook Widget, Vimeo, Woo Commerce, Google Tag Manager, YouTube, Remote",,,,,41536000,1,68a4a4aae0299d0001ea3d2c,7011,72111,"Pemberton hotel and lodge located just 20 minutes north of Whistler Blackcomb. Accommodation features include interiors designed for warm, comfortable living, combining the luxury of a hotel with the spacious convenience of a suite.

Driving Distance: 161 km north of Vancouver, approx 2.25 hours.",1990,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67031c1a6ac4110001967f71/picture,,,,,
MacMillan Tucker,MacMillan Tucker,Cold,,18,law practice,farshogar.irani@gmail.com,http://www.mactuc.com,http://www.linkedin.com/company/macmillan-tucker-&-mackay,,,5690 176A St,Surrey,British Columbia,Canada,V3S 4H1,"5690 176A St, Surrey, British Columbia, Canada, V3S 4H1","client-centered approach, estate dispute resolution, accessible legal services, estate disputes, legal advice, estate litigation, multilingual support, affordable legal fees, will variation claims, real estate & conveyancing, notary public, civil litigation, business law for small businesses, legal representation, family law services, property law, estate planning, real estate transactions, multilingual legal support, wills & estates, notary services, personal injury, legal services, dispute resolution, legal assistance in family breakdowns, law practice, law firm, legal consultation, contingency fee, small business law, community involvement, legal advice for estate administration, surrey lawyers, probate & estate administration, corporate & commercial, legal documentation, business law, property conveyancing, legal support for community organizations, family law, b2c, services, conflict resolution, divorce & family law, estate planning law, lawyers, personal injury law, professional services",'+1 604-574-7431,"Route 53, Outlook, Google Cloud Hosting, Google Dynamic Remarketing, Google Analytics, Wix, DoubleClick Conversion, Google Tag Manager, DoubleClick, Varnish, Mobile Friendly, Remote",,,,,7457000,1,68a4a4aae0299d0001ea3d12,8111,54111,"It is our friendly and professional staff that makes MacMillan Tucker & Mackay one of the best law firms in Surrey BC. With diverse backgrounds, training, and work experience, we've brought together a unique mix of legal talent. When you choose us as your Surrey law firm, you have a reliable team of experienced lawyers at your disposal and we'll give you specialized attention.

Of our six lawyers, two have been practicing law for over thirty years. Combined, our team has over one hundred years of experience! That's expertise that you can trust.

Each of our lawyers has chosen fields to practice in and provide more specialized and expert service. Tyler Dennis and George Gunnink are available for business matters, both corporate and commercial, as well as for real estate transactions (residential and commercial), and wills and estates services. Tyler also practices in residential tenancy litigation (land and tenant) and strata property law. 

Jim Tucker, Corey Bow, and Stuart Robertson are our personal injury and ICBC claims lawyers. In addition, Cassandra Douma practices in all areas of general litigation. 

Corey also practices in estate litigation and general civil litigation, while Stuart also deals with family matters, including divorce, separation agreements, and custody disputes..

Together, we're one of the most versatile law firms in Surrey BC, and we have someone who understands your case and can help you.

Practice areas:
-Business Law 
-Civil Litigation 
-Family Law 
-Personal Injury 
-Real Estate Law (Residential & Commercial) 
-Residential Tenancy Disputes (Landlord & Tenant) 
-Wills and Estates
-Notary Services",1971,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f8c9ba5388b20001a72462/picture,,,,,
Quality Response Inc,Quality Response,Cold,,13,market research,farshogar.irani@gmail.com,http://www.qualityresponse.ca,http://www.linkedin.com/company/quality-response-inc,,,2200 Yonge St,Toronto,Ontario,Canada,M4S 2C6,"2200 Yonge St, Toronto, Ontario, Canada, M4S 2C6","recruitment & project management for qualitative research, market research facilities, respondent recruitment, multi-city studies, medical research, research facility amenities, quali-quant designs, moderator support, qualitative research, toronto research, hard-to-find respondents, personalized respondent screening, facility rental, multi-city coordination, multi-country research coordination, market research facility, client database, online panels, ethnographies, youthful company culture, recruiting, privacy standards, market research, client satisfaction, casual research environment, recruitment services, focus groups, consumer research, participant recruitment, client-supplied lists, shop-alongs, ethnography recruitment, respondent database, client observation monitor, project management, research project support, client service, international studies, b2b research, client database replenishment, private work area, medical professional recruitment, market research and public opinion polling, toronto research facility, key opinion leaders recruitment, focus group room technology, research facility, b2b, b2c, services, productivity",'+1 416-484-0072,"Microsoft Office 365, ",,,,,8705000,,68a4a4abe0299d0001ea3dbc,8999,54191,"Quality Response Inc. is a market research company based in Toronto, ON, Canada.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6780ee27e052aa0001873a71/picture,,,,,
Court Galvanizing,Court Galvanizing,Cold,,16,chemicals,farshogar.irani@gmail.com,http://www.courtgalvanizingltd.com,http://www.linkedin.com/company/court-galvanizing,,,225 Thompson Dr,Cambridge,Ontario,Canada,N1T 2B9,"225 Thompson Dr, Cambridge, Ontario, Canada, N1T 2B9","chemical manufacturing, environmental compliance, quality management, zinc coating, galvanizing services, acid pickling, hot dip galvanizing, corrosion resistant coatings, pickling and cleaning, surface preparation, galvanizing process, steel and iron products, environmental impact reduction, large-scale industrial galvanizing, waste heat recovery, iso 9001, zinc coating thickness, environmental sustainability, large kettle facility, environmental awards, construction, environmental services, automated surface cleaning, custom coating solutions, industrial coatings, state-of-the-art galvanizing facility, fluxing process, manufacturing, b2b, services, chemicals, clean energy & technology, renewables & environment, mechanical or industrial engineering",'+1 800-265-9390,"Outlook, Amazon AWS, Nginx, WordPress.org",,,,,7326000,,68a4a4abe0299d0001ea3dae,3491,33281,"Court Galvanizing is a Chemicals company located in 225 Thompson Drive, Cambridge, ON, Canada.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac09a4ccae0001634980/picture,,,,,
West Highland Church,West Highland Church,Cold,,15,religious institutions,farshogar.irani@gmail.com,http://www.westhighland.org,http://www.linkedin.com/company/west-highland-baptist-church,http://facebook.com/westhighlandchurch,http://twitter.com/whbc_hamilton,1605 Garth St,Hamilton,Ontario,Canada,L9B 1X8,"1605 Garth St, Hamilton, Ontario, Canada, L9B 1X8","scripture-centered, community outreach, faithful biblical teaching, biblical orthodoxy affirmation, church growth strategies, church community, church ministries, church community life, church growth, church facilities renovation, church expansion and renovation, biblical creeds affirmation, gospel proclamation, church leadership and elders, church leadership team, spiritual maturity, church leadership elders, church community and fellowship, church growth through biblical teaching, disciple-making culture, christian education, church programs, care ministries, faithful gospel teaching, global missions, religious organizations, biblical orthodoxy, church doctrine, statement of faith, biblical fidelity, youth programs, biblical creeds, children ministries, evangelical standards, christian worship, faith maturity, faithful teaching, biblical teaching, church history, church facilities, church outreach, youth and children ministries, church expansion projects, disicple-making, faith-based community services, worship services, church leadership, church facilities development, prayer, fellowship, christian ministry, spiritual growth, christian discipleship, evangelical doctrine, church history and heritage, church expansion, evangelical confessional standards, non-profit, services, religious institutions, nonprofit organization management",'+1 905-387-5385,"Outlook, Amazon AWS, MailChimp, Apache, Nginx, Facebook Widget, Google Tag Manager, Typekit, YouTube, Facebook Login (Connect), Mobile Friendly",,,,,23518000,,68a4a4abe0299d0001ea3dba,8661,81311,"West Highland is a church with the community at its heart, where our desire is to make the Word of God fully known and the people of God fully mature.",1972,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f93c6dbb20870001e5ff2b/picture,,,,,
Hazloc Heaters,Hazloc Heaters,Cold,,19,oil & energy,farshogar.irani@gmail.com,http://www.hazlocheaters.com,http://www.linkedin.com/company/hazloc-heaters,https://facebook.com/pages/Hazloc-Heaters-Inc/404943359559337,,666 Goddard Ave NE,Calgary,Alberta,Canada,T2K 5X3,"666 Goddard Ave NE, Calgary, Alberta, Canada, T2K 5X3","hazardous location heaters, heating of ballast water treatments system rooms, atexiecexeac ex heaters, washdowncorrosion resistant heaters, atexiecex heaters, hazardous area heaters, hazardous location thermostats, industrial electric heaters, explosion proof heaters, explosion proof thermostats, electric unit heaters, industrial heating solutions, gas and vapor proof heaters, explosion-proof electric heaters, hazloc heater selection tool, severe-duty electric heaters, manufacturing, hazloc heater product range, hazardous area heating, atex certified heaters, hazloc heater technical support, safety certification, hazloc heater compliance, hazloc heaters with asme pressure testing, hazloc heater manufacturing, ukex approval, industrial ventilation fans, hazloc heater supply chain, ukex approval heaters, ul certified heaters, corrosion resistant heaters, industrial machinery manufacturing, hazloc heaters, pressure tested heaters, severe-duty heaters, industrial heater design, explosion-proof exhaust fans, explosion-proof heaters, hazardous location heating equipment, hazloc heater factory, electrical equipment and components manufacturing, hazardous location ventilation, severe-duty industrial heaters, pressure tested heat exchangers, hazloc heaters for chemical plants, north american approvals, atex and iecex certified heaters, hazloc heaters for oil and gas, iso 9001:2015, hazloc heaters with custom mounting options, iecex certified heaters, corrosion resistant heaters for harsh environments, hazloc heater safety standards, hazloc heaters for offshore applications, hazloc heater certification, hazloc heater approvals, hazloc heaters for hydrogen atmospheres, hazloc heater product testing, convection heaters, hazloc heater manufacturer, hazardous environment heating, b2b, e-commerce, services, mechanical or industrial engineering, machinery, consumer internet, consumers, internet, information technology & services",'+1 866-701-4328,"Cloudflare DNS, Outlook, CloudFlare Hosting, Google Tag Manager, WordPress.org, Google Font API, Mobile Friendly, Remote",,,,,10000000,,68a4a4abe0299d0001ea3dc3,3494,33341,"Hazloc Heaters is a Canadian company based in Calgary, Alberta, established in 2004. It specializes in manufacturing industrial-grade heating equipment designed for hazardous and severe-duty locations. The company focuses on safety and reliability, providing solutions that meet high standards of quality.

Their product range includes SRH Drilling Rig Steam Heaters, HUH & HHP Steam & Glycol Unit Heaters, XEU1 Explosion-Proof Electric Air Heaters, XDC-01 Explosion-Proof Disconnect Switches, and TBX1 Explosion-Proof Thermostats. Hazloc Heaters is committed to customer satisfaction and product reliability, ensuring that their offerings are suitable for industries such as oil and gas and chemical processing. The company holds an ABSA Quality Control Program Certificate of Authorization, demonstrating compliance with safety codes and standards.",2004,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/683eb4e24cc51b00016cfe26/picture,,,,,
Cooper Plating Inc.,Cooper Plating,Cold,,16,automotive,farshogar.irani@gmail.com,http://www.cooperplating.com,http://www.linkedin.com/company/cooper-plating-inc.,,,1150 Nicholson Rd,Newmarket,Ontario,Canada,L3Y 9C4,"1150 Nicholson Rd, Newmarket, Ontario, Canada, L3Y 9C4","research and development, reflow tin, copper-nickel-tin alloy, metal finishes, iso 9001, automotive, copper-nickel-phosphorus alloy, rohs compliant, barrel plating, manufacturing, electroless nickel, military industry, functional plating, rack plating, aerospace plating, electroplating, iatf 16949, electroplating techniques, copper alloys, high-performance copper alloys, metal finishing, pure matte tin, high-quality products, automotive industry, copper-nickel-silicon-cobalt alloy, continuous strip plating, electronics, tin-phosphorus-zinc-copper alloy, aerospace, passivation, copper-tin-phosphorus alloy, environmental regulations, military, certified plating, b2b, services, research & development, mechanical or industrial engineering, computer hardware, hardware, aviation & aerospace",'+1 905-830-4007,"Outlook, Microsoft Office 365, GoDaddy Hosting, Google Font API, reCAPTCHA, Google Tag Manager, WordPress.org, Bootstrap Framework, Mobile Friendly, Apache, SAP, SharePoint, Remote, Reviews",,,,,25399000,,68a4a4abe0299d0001ea3dad,3471,33281,"We are a specification electroplater for barrel, rack and continuous coil.  
We plate hard and soft gold, silver, copper, nickel, electroless nickel, copper and tin.

Each type of metal plating is used to achieve specific objectives, which can range from building up worn parts to increasing bondability, solderability, corrosion resistance, tensile strength, surface hardness, high electrical and thermal conductivity, stable and low contact resistance, good bonding, increased ductility, and improved wear resistance of load-bearing surfaces.",1978,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6893a79a3e50a3000127f443/picture,,,,,
PR Construction Ltd.,PR Construction,Cold,,11,construction,farshogar.irani@gmail.com,http://www.prconstruction.com,http://www.linkedin.com/company/pr-construction-ltd-,,https://twitter.com/bullycreativeco,39561 Old Yale Rd,Abbotsford,British Columbia,Canada,V3G 1X7,"39561 Old Yale Rd, Abbotsford, British Columbia, Canada, V3G 1X7","steel erecting, heavy industrial, preengineered buildings, cranes, structural steel, structural supports, project planning and coordination, modular construction, industrial project execution, industrial construction services, oil sands construction, crane services, heavy lift planning, safety compliance, construction coordination, safety-first approach, mining, pre-engineered steel buildings, industrial safety standards, project management, site safety management, lifting and installation, structural steel installation, construction logistics, pre-assembly of bays, hydroelectric projects, safety record, building modules, steel building erection, industrial construction, heavy lift, steel design and detailing, construction, strict site access, heavy industrial manufacturing, structural modules, heavy industrial projects, steel cladding, construction safety, crane rental, oil & gas, heavy equipment handling, pipe rack modules, safety performance, safety culture, heavy haul, mine infrastructure, b2b, government, services, mining & metals, productivity, oil & energy",'+1 604-864-8818,"Gmail, Google Apps, Gravity Forms, Google Font API, Google Analytics, Typekit, Mobile Friendly, WordPress.org",,,,,10723000,,68a4a4abe0299d0001ea3dcd,1799,23812,"PR Construction Ltd. is a structural steel building erector that operates throughout Western Canada.  We proudly serve the industrial sector with a value-added approach, bringing quality and safety to every project.  We focus on heavy structural steel erecting as well as pre-engineered steel buildings.",1994,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6881d437d25b720001205afe/picture,,,,,
RiverEdge Dental,RiverEdge Dental,Cold,,20,medical practice,farshogar.irani@gmail.com,http://www.riveredgedental.ca,http://www.linkedin.com/company/riveredge-dental,https://facebook.com/riveredgedental,https://twitter.com/riveredgedent,24150 Woodbine Ave,Georgina,Ontario,Canada,L4P 3E9,"24150 Woodbine Ave, Georgina, Ontario, Canada, L4P 3E9","emergency dental, dental, cosmetic dentistry, orthodontics, endodontics, periodontics, medical practices, dental implants, denture implants, teeth cleaning and exams, teeth whitening, oral health services, dental x-rays, dental crowns, tmj treatment, sedation dentistry, dental pain relief, dental financing options, general dentistry, dental treatment plans, dental surgery, patient-centered care, dental services, family dental health, digital dentistry, dental veneers, dental technology, implant-supported restorations, wisdom teeth removal, restorative dentistry, health care, paybright payment plan, non-surgical periodontal treatments, dental crowns and bridges, dental implants and restorations, dental care, dental laser treatments, family dental clinic, invisalign, dental sedation, after-hours dental care, dental emergency care, denture relines and repairs, dental bridges, bonded tooth fillings, full mouth restoration, dental hygiene, root canal therapy, b2c, services, health, wellness & fitness, hospital & health care, cosmetics, beauty, apparel & fashion, medical practice, burgers, cosmetic dentists, dentists, fast food, health & medical, orthodontists, restaurants",'+1 905-775-0075,"Outlook, Google Dynamic Remarketing, Facebook Widget, Gravity Forms, CallRail, reCAPTCHA, Facebook Login (Connect), Google Tag Manager, Google Font API, DoubleClick, Hotjar, WordPress.org, Nginx, Facebook Custom Audiences, DoubleClick Conversion, Mobile Friendly",,,,,9865000,1,68a4a4abe0299d0001ea3da2,8021,62121,"In The Community - For the Community

River Edge Dental believes in family friendly hours - Conveniently open 7 days a week and we can receive your call 24 hours a day for everything from regular check-ups to emergencies. We are trusted after-hours dentists in Sarnia, Bradford, Orangeville & Keswick!

Our offices are accepting new patients and we're excited to see your smiles! Whether you require treatments like teeth whitening, fillings, and crowns, or more thorough procedures like Invisalign, dental implants, or a full mouth restoration we are ready to help.

When you visit our dental offices in Keswick, Bradford, Orangeville, or Sarnia, you and your family's oral health is our number one priority.  Our team of experienced practitioners and staff are enthusiastic about providing you and your loved ones with the custom quality dental care you deserve.

Our commitment to giving you a beautiful healthy smile starts by discussing and reviewing all dental treatment options so that you can make informed choices regarding your oral health.  

The staff at RiverEdge Dental uses the latest technologies that dentistry has to offer. We listen to your desires, consider your dental needs, and customize a treatment plan just for you.

We hope that this site serves its purpose as a valuable resource in helping you educate yourself about our dental practice, various dental therapies, treatments and more.

We hope to meet the needs of your entire family, so our offices take pride in providing all types of dental procedures. From general appointments, to restorative work, to children's dentistry, and cosmetic treatments. We hope we can assist you in attaining, and then maintaining, optimal oral health with a smile that you can flaunt. 

We are honoured that you're considering River Edge Dental in Keswick, Bradford, Orangeville, or Sarnia, and we look forward to providing you with a truly exceptional dental experience!",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/67060a9db6acf20001444d7e/picture,,,,,
